TIME,Last Time and Sales,CA Bid,CA LTP,CA LTQ,CA Ask,CA Bid Qty,CA Ask Qty,HG Bid,HG LTP,HG LTQ,HG Ask,HG Bid Qty,HG Ask Qty,TF,CHINA,USD JPY,CNY JPY,,,,,,,,,,,
18:07:34,6:07:33 PM,13331.00,13331,1.0000,13332.0000,13.0000,4.00,6043.0000,6043.0000,35.00,6044.00,72.00,59.0,,,,,,,,,,,,,,,
18:07:33,6:07:32 PM,13331.00,13331,1.0000,13332.0000,13.0000,4.00,6043.0000,6043.0000,35.00,6044.00,72.00,59.0,,,,,,,,,,,,,,,
18:07:32,6:07:31 PM,13331.00,13331,1.0000,13332.0000,13.0000,4.00,6043.0000,6043.0000,35.00,6044.00,72.00,59.0,,,,,,,,,,,,,,,
18:07:31,6:07:31 PM,13331.00,13331,1.0000,13332.0000,13.0000,4.00,6043.0000,6043.0000,35.00,6044.00,72.00,59.0,,,,,,,,,,,,,,,
18:07:30,6:07:30 PM,13331.00,13331,1.0000,13332.0000,13.0000,5.00,6043.0000,6043.0000,35.00,6044.00,71.00,65.0,,,,,,,,,,,,,,,
18:07:28,6:07:28 PM,13330.00,13330,2.0000,13331.0000,15.0000,8.00,6042.0000,6043.0000,31.00,6043.00,124.00,62.0,,,,,,,,,,,,,,,
18:07:27,6:07:27 PM,13330.00,13330,2.0000,13331.0000,15.0000,7.00,6042.0000,6043.0000,29.00,6043.00,127.00,62.0,,,,,,,,,,,,,,,
18:07:26,6:07:26 PM,13330.00,13330,2.0000,13332.0000,15.0000,12.00,6042.0000,6043.0000,29.00,6043.00,127.00,56.0,,,,,,,,,,,,,,,
18:07:25,6:07:25 PM,13330.00,13330,2.0000,13332.0000,15.0000,12.00,6042.0000,6043.0000,29.00,6043.00,127.00,56.0,,,,,,,,,,,,,,,
18:07:24,6:07:24 PM,13330.00,13330,2.0000,13332.0000,15.0000,13.00,6042.0000,6043.0000,12.00,6043.00,126.00,63.0,,,,,,,,,,,,,,,
18:07:23,6:07:23 PM,13330.00,13330,2.0000,13332.0000,15.0000,18.00,6042.0000,6043.0000,11.00,6043.00,126.00,65.0,,,,,,,,,,,,,,,
18:07:23,6:07:23 PM,13331.00,13336,1.0000,13333.0000,18.0000,4.00,6043.0000,6043.0000,8.00,6044.00,77.00,65.0,,,,,,,,,,,,,,,
18:07:21,6:07:21 PM,13331.00,13336,1.0000,13333.0000,18.0000,4.00,6044.0000,6044.0000,31.00,6045.00,60.00,79.0,,,,,,,,,,,,,,,
18:07:21,6:07:20 PM,13331.00,13336,1.0000,13333.0000,17.0000,4.00,6043.0000,6044.0000,22.00,6044.00,77.00,67.0,,,,,,,,,,,,,,,
18:07:19,6:07:19 PM,13331.00,13336,1.0000,13333.0000,17.0000,4.00,6043.0000,6044.0000,22.00,6044.00,77.00,67.0,,,,,,,,,,,,,,,
18:07:18,6:07:18 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,21.00,6044.00,80.00,52.0,,,,,,,,,,,,,,,
18:07:17,6:07:17 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,19.00,6044.00,80.00,54.0,,,,,,,,,,,,,,,
18:07:16,6:07:16 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,19.00,6044.00,80.00,54.0,,,,,,,,,,,,,,,
18:07:15,6:07:15 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,17.00,6044.00,80.00,57.0,,,,,,,,,,,,,,,
18:07:15,6:07:14 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,17.00,6044.00,80.00,57.0,,,,,,,,,,,,,,,
18:07:13,6:07:13 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,16.00,6044.00,73.00,62.0,,,,,,,,,,,,,,,
18:07:12,6:07:12 PM,13331.00,13336,1.0000,13334.0000,17.0000,10.00,6043.0000,6044.0000,15.00,6044.00,73.00,63.0,,,,,,,,,,,,,,,
18:07:11,6:07:11 PM,13331.00,13336,1.0000,13334.0000,18.0000,7.00,6044.0000,6045.0000,2.00,6045.00,67.00,67.0,,,,,,,,,,,,,,,
18:07:10,6:07:10 PM,13331.00,13336,1.0000,13334.0000,18.0000,7.00,6044.0000,6045.0000,1.00,6045.00,63.00,70.0,,,,,,,,,,,,,,,
18:07:09,6:07:08 PM,13331.00,13336,1.0000,13334.0000,17.0000,7.00,6044.0000,6044.0000,19.00,6045.00,62.00,73.0,,,,,,,,,,,,,,,
18:07:08,6:07:08 PM,13331.00,13336,1.0000,13334.0000,17.0000,7.00,6044.0000,6044.0000,19.00,6045.00,62.00,73.0,,,,,,,,,,,,,,,
18:07:07,6:07:06 PM,13331.00,13336,1.0000,13334.0000,17.0000,7.00,6044.0000,6044.0000,6.00,6045.00,74.00,66.0,,,,,,,,,,,,,,,
18:07:06,6:07:06 PM,13331.00,13336,1.0000,13334.0000,17.0000,7.00,6044.0000,6044.0000,6.00,6045.00,74.00,66.0,,,,,,,,,,,,,,,
18:07:05,6:07:05 PM,13331.00,13336,1.0000,13334.0000,17.0000,6.00,6044.0000,6044.0000,6.00,6045.00,74.00,66.0,,,,,,,,,,,,,,,
